305,Jon’s World,jon’s world,Jon’s-World,Philip K.,Dick,10/21/1952,1/1/1954,NULL,12,NULL,https://1999pkdweb.philipdick.com/Jons%20World.htm,0,"JON'S WORLD (""Jon"") 10/21/52. Time to Come, edited by August Derleth, New York, 1954.","10/21/52. Time to Come, edited by August Derleth, New York, 1954.",10/21/1952,1954,1/1/1954,https://1999pkdweb.philipdick.com/Jons%20World.htm
284,Martians Come in Clouds,martians come in clouds,Martians-Come-In-Clouds,Philip K.,Dick,11/5/1952,6/1/1954,NULL,12,NULL,https://1999pkdweb.philipdick.com/Martians%20Come%20In%20Clouds.htm,0,"MARTIANS COME IN CLOUDS (""The Buggies"") 11/5/52. Fantastic Universe, June-July 1954.","11/5/52. Fantastic Universe, June-July 1954.",11/5/1952,June-July 1954.,6/1/1954,https://1999pkdweb.philipdick.com/Martians%20Come%20In%20Clouds.htm
307,Meddler,meddler,Meddler,Philip K.,Dick,7/24/1952,10/1/1954,NULL,12,NULL,https://1999pkdweb.philipdick.com/meddler.htm,0,"MEDDLER 7/24/52. Future, Oct 1954.","7/24/52. Future, Oct 1954.",7/24/1952,Oct 1954.,10/1/1954,https://1999pkdweb.philipdick.com/meddler.htm
388,Menace React,menace react,Menace-React,Philip K.,Dick,,,NULL,12,NULL,,0,,,,,,
339,Misadjustment,misadjustment,Misadjustment,Philip K.,Dick,5/14/1954,2/1/1957,NULL,12,NULL,https://1999pkdweb.philipdick.com/Misadjustment.htm,0,"MISADJUSTMENT 5/14/54. Science Fiction Quarterly, Feb 1957.","5/14/54. Science Fiction Quarterly, Feb 1957.",5/14/1954,Feb 1957.,2/1/1957,https://1999pkdweb.philipdick.com/Misadjustment.htm
285,Mr. Spaceship,mr. spaceship,Mr.-Spaceship,Philip K.,Dick,,1/1/1953,NULL,12,NULL,https://1999pkdweb.philipdick.com/Mr%20Spaceship.htm,0,"MR. SPACESHIP Imagination, Jan 1953.","Imagination, Jan 1953.",,Jan 1953.,1/1/1953,https://1999pkdweb.philipdick.com/Mr%20Spaceship.htm
330,Nanny,nanny,Nanny,Philip K.,Dick,8/26/1952,3/1/1955,NULL,12,NULL,https://1999pkdweb.philipdick.com/nanny.htm,0,"NANNY 8/26/52. Startling Stories, Spring 1955.","8/26/52. Startling Stories, Spring 1955.",8/26/1952,Spring 1955.,3/1/1955,https://1999pkdweb.philipdick.com/nanny.htm
369,Not By Its Cover,not by its cover,Not-By-Its-Cover,Philip K.,Dick,9/21/1965,6/1/1968,NULL,12,NULL,https://1999pkdweb.philipdick.com/Not%20By%20Its%20Cover.htm,0,"NOT BY ITS COVER 9/21/65. Famous Science Fiction, Summer 1968.","9/21/65. Famous Science Fiction, Summer 1968.",9/21/1965,Summer 1968.,6/1/1968,https://1999pkdweb.philipdick.com/Not%20By%20Its%20Cover.htm
354,Novelty Act,novelty act,Novelty-Act,Philip K.,Dick,3/23/1963,2/1/1964,NULL,12,NULL,https://1999pkdweb.philipdick.com/Novelty%20Act.htm,0,"NOVELTY ACT (""At Second Jug"") 3/23/63. Fantastic, Feb 1964. [Included in PKD's novel THE SIMULACRA.]","3/23/63. Fantastic, Feb 1964. [Included in PKD's novel THE SIMULACRA.]",3/23/1963,Feb 1964.,2/1/1964,https://1999pkdweb.philipdick.com/Novelty%20Act.htm
341,Null-O,null-o,Null-O,Philip K.,Dick,8/31/1953,12/1/1958,NULL,12,NULL,https://1999pkdweb.philipdick.com/Null%20O.htm,0,"NULL-0 (""Loony Lemuel"") 8/31/53. If, Dec 1958.","8/31/53. If, Dec 1958.",8/31/1953,Dec 1958.,12/1/1958,https://1999pkdweb.philipdick.com/Null%20O.htm
308,Of Withered Apples,of withered apples,Of-Withered-Apples,Philip K.,Dick,1/26/1953,7/1/1954,NULL,12,NULL,https://1999pkdweb.philipdick.com/Of%20Withered%20Apples.htm,0,"OF WITHERED APPLES 1/26/53. Cosmos Science Fiction and Fantasy, July 1954.","1/26/53. Cosmos Science Fiction and Fantasy, July 1954.",1/26/1953,July 1954.,7/1/1954,https://1999pkdweb.philipdick.com/Of%20Withered%20Apples.htm
355,"Oh, to be a Blobel!","oh, to be a blobel!","Oh,-To-Be-A-Blobel!",Philip K.,Dick,5/6/1963,2/1/1964,NULL,12,NULL,https://1999pkdweb.philipdick.com/Oh%20To%20Be%20A%20Blobel.htm,0,"OH, TO BE A BLOBEL! (""Well, See, There Were These Blobels�"") 5/6/63. Galaxy, Feb 1964.","5/6/63. Galaxy, Feb 1964.",5/6/1963,Feb 1964.,2/1/1964,https://1999pkdweb.philipdick.com/Oh%20To%20Be%20A%20Blobel.htm
356,Orpheus with Clay Feet,orpheus with clay feet,Orpheus-With-Clay-Feet,Philip K.,Dick,4/16/1963,1/1/1964,NULL,12,NULL,https://1999pkdweb.philipdick.com/Orpheus%20With%20Clay%20Feet.htm,0,ORPHEUS WITH CLAY FEET 4/16/63 [published in Escapade circa 1964 under the pseudonym Jack Dowland].,4/16/63 [published in Escapade circa 1964 under the pseudonym Jack Dowland].,4/16/1963,1964,1/1/1964,https://1999pkdweb.philipdick.com/Orpheus%20With%20Clay%20Feet.htm
286,Out in the Garden,out in the garden,Out-In-The-Garden,Philip K.,Dick,7/31/1952,8/1/1953,NULL,12,NULL,https://1999pkdweb.philipdick.com/Out%20In%20The%20Garden.htm,0,"OUT IN THE GARDEN 7/31/52. Fantasy Fiction, Aug 1953.","7/31/52. Fantasy Fiction, Aug 1953.",7/31/1952,Aug 1953.,8/1/1953,https://1999pkdweb.philipdick.com/Out%20In%20The%20Garden.htm
337,Pay for the Printer,pay for the printer,Pay-For-The-Printer,Philip K.,Dick,1/28/1954,10/1/1956,NULL,12,NULL,https://1999pkdweb.philipdick.com/Pay%20For%20The%20Printer.htm,0,"PAY FOR THE PRINTER (""Printer's Pay"") 1/28/54. Satellite Science Fiction, Oct 1956.","1/28/54. Satellite Science Fiction, Oct 1956.",1/28/1954,Oct 1956.,10/1/1956,https://1999pkdweb.philipdick.com/Pay%20For%20The%20Printer.htm
287,Paycheck,paycheck,Paycheck,Philip K.,Dick,7/31/1952,6/1/1953,NULL,12,NULL,https://1999pkdweb.philipdick.com/paycheck.htm,0,"PAYCHECK 7/31/52. Imagination, June 1953.","7/31/52. Imagination, June 1953.",7/31/1952,June 1953.,6/1/1953,https://1999pkdweb.philipdick.com/paycheck.htm
288,Piper in the Woods,piper in the woods,Piper-In-The-Woods,Philip K.,Dick,,2/1/1953,NULL,12,NULL,https://1999pkdweb.philipdick.com/Piper%20In%20The%20Woods.htm,0,"PIPER IN THE WOODS Imagination, Feb 1953.","Imagination, Feb 1953.",,Feb 1953.,2/1/1953,https://1999pkdweb.philipdick.com/Piper%20In%20The%20Woods.htm
289,Planet for Transients,planet for transients,Planet-For-Transients,Philip K.,Dick,3/23/1953,10/1/1953,NULL,12,NULL,https://1999pkdweb.philipdick.com/Planet%20For%20Transients.htm,0,"PLANET FOR TRANSIENTS (""The Itinerants"") 3/23/53. Fantastic Universe, Oct-Nov 1953.","3/23/53. Fantastic Universe, Oct-Nov 1953.",3/23/1953,Oct-Nov 1953.,10/1/1953,https://1999pkdweb.philipdick.com/Planet%20For%20Transients.htm
357,Precious Artifact,precious artifact,Precious-Artifact,Philip K.,Dick,12/9/1963,10/1/1964,NULL,12,NULL,https://1999pkdweb.philipdick.com/Precious%20Artifact.htm,0,"PRECIOUS ARTIFACT 12/9/63. Galaxy, Oct 1964.","12/9/63. Galaxy, Oct 1964.",12/9/1963,Oct 1964.,10/1/1964,https://1999pkdweb.philipdick.com/Precious%20Artifact.htm
310,Prize Ship,prize ship,Prize-Ship,Philip K.,Dick,8/14/1952,12/1/1954,NULL,12,NULL,https://1999pkdweb.philipdick.com/Prize%20Ship.htm,0,"PRIZE SHIP (""Globe From Ganymede"") 8/14/52. Thrilling Wonder Stories, Winter 1954.","8/14/52. Thrilling Wonder Stories, Winter 1954.",8/14/1952,Winter 1954.,12/1/1954,https://1999pkdweb.philipdick.com/Prize%20Ship.htm
311,Progeny,progeny,Progeny,Philip K.,Dick,11/3/1952,11/1/1954,NULL,12,NULL,https://1999pkdweb.philipdick.com/progeny.htm,0,"PROGENY 11/3/52. If, Nov 1954.","11/3/52. If, Nov 1954.",11/3/1952,Nov 1954.,11/1/1954,https://1999pkdweb.philipdick.com/progeny.htm
362,Project Plowshare,project plowshare,Project-Plowshare,Philip K.,Dick,,,NULL,12,NULL,https://1999pkdweb.philipdick.com/Project%20Earth.htm,0,,,,,,https://1999pkdweb.philipdick.com/Project%20Earth.htm
291,Project: Earth,project: earth,Project:-Earth,Philip K.,Dick,1/6/1953,12/1/1953,NULL,12,NULL,https://1999pkdweb.philipdick.com/Project%20Plowshare.htm,0,"PROJECT: EARTH (""One Who Stole"") 1/6/53. Imagination, Dec 1953.","1/6/53. Imagination, Dec 1953.",1/6/1953,Dec 1953.,12/1/1953,https://1999pkdweb.philipdick.com/Project%20Plowshare.htm
312,Prominent Author,prominent author,Prominent-Author,Philip K.,Dick,4/20/1953,5/1/1954,NULL,12,NULL,https://1999pkdweb.philipdick.com/Prominent%20Author.htm,0,"PROMINENT AUTHOR 4/20/53. If, May 1954.","4/20/53. If, May 1954.",4/20/1953,May 1954.,5/1/1954,https://1999pkdweb.philipdick.com/Prominent%20Author.htm
331,Psi-man Heal My Child!,psi-man heal my child!,Psi-Man-Heal-My-Child!,Philip K.,Dick,6/8/1954,11/1/1955,NULL,12,NULL,https://1999pkdweb.philipdick.com/Psi-Man%20Heal%20My%20Child.htm,0,"PSI-MAN HEAL MY CHILD! (""Outside Consultant"") 6/8/54. Imaginative Tales, Nov 1955. [Also published in a story collection as ""Psi-Man.""]","6/8/54. Imaginative Tales, Nov 1955. [Also published in a story collection as ""Psi-Man.""]",6/8/1954,Nov 1955.,11/1/1955,https://1999pkdweb.philipdick.com/Psi-Man%20Heal%20My%20Child.htm
379,Rautavaara’s Case,rautavaara’s case,Rautavaara’s-Case,Philip K.,Dick,5/13/1980,10/1/1980,NULL,12,NULL,https://1999pkdweb.philipdick.com/Rautavaaras%20Case.htm,0,"RAUTAVAARA'S CASE 5/13/80. Omni, Oct 1980.","5/13/80. Omni, Oct 1980.",5/13/1980,Oct 1980.,10/1/1980,https://1999pkdweb.philipdick.com/Rautavaaras%20Case.htm
344,Recall Mechanism,recall mechanism,Recall-Mechanism,Philip K.,Dick,,7/1/1959,NULL,12,NULL,https://1999pkdweb.philipdick.com/Recall%20Mechanism.htm,0,"RECALL MECHANISM. If, July 1959.","If, July 1959.",,July 1959.,7/1/1959,https://1999pkdweb.philipdick.com/Recall%20Mechanism.htm
363,Retreat Syndrome,retreat syndrome,Retreat-Syndrome,Philip K.,Dick,12/23/1963,1/1/1965,NULL,12,NULL,https://1999pkdweb.philipdick.com/Retreat%20Syndrome.htm,0,"RETREAT SYNDROME 12/23/63. Worlds of Tomorrow, Jan 1965.","12/23/63. Worlds of Tomorrow, Jan 1965.",12/23/1963,Jan 1965.,1/1/1965,https://1999pkdweb.philipdick.com/Retreat%20Syndrome.htm
368,Return Match,return match,Return-Match,Philip K.,Dick,10/14/1965,2/1/1967,NULL,12,NULL,https://1999pkdweb.philipdick.com/Return%20Match.htm,0,"RETURN MATCH 10/14/65. Galaxy, Feb 1967.","10/14/65. Galaxy, Feb 1967.",10/14/1965,Feb 1967.,2/1/1967,https://1999pkdweb.philipdick.com/Return%20Match.htm
292,Roog,roog,Roog,Philip K.,Dick,11/1/1951,2/1/1953,NULL,12,NULL,https://1999pkdweb.philipdick.com/roog.htm,0,"ROOG written 11/51. Fantasy & Science Fiction, Feb 1953.","written 11/51. Fantasy & Science Fiction, Feb 1953.",11/1/1951,Feb 1953.,2/1/1953,https://1999pkdweb.philipdick.com/roog.htm
313,Sales Pitch,sales pitch,Sales-Pitch,Philip K.,Dick,11/19/1953,6/1/1954,NULL,12,NULL,https://1999pkdweb.philipdick.com/Sales%20Pitch.htm,0,"SALES PITCH 11/19/53. Future, June 1954.","11/19/53. Future, June 1954.",11/19/1953,June 1954.,6/1/1954,https://1999pkdweb.philipdick.com/Sales%20Pitch.htm
332,Service Call,service call,Service-Call,Philip K.,Dick,10/11/1954,7/1/1955,NULL,12,NULL,https://1999pkdweb.philipdick.com/Service%20Call.htm,0,"SERVICE CALL 10/11/54. Science Fiction Stories, July 1955.","10/11/54. Science Fiction Stories, July 1955.",10/11/1954,July 1955.,7/1/1955,https://1999pkdweb.philipdick.com/Service%20Call.htm
314,Shell Game,shell game,Shell-Game,Philip K.,Dick,12/22/1953,9/1/1954,NULL,12,NULL,https://1999pkdweb.philipdick.com/Shell%20Game.htm,0,"SHELL GAME 12/22/53. Galaxy, Sept 1954.","12/22/53. Galaxy, Sept 1954.",12/22/1953,Sept 1954.,9/1/1954,https://1999pkdweb.philipdick.com/Shell%20Game.htm
316,Small Town,small town,Small-Town,Philip K.,Dick,3/23/1953,5/1/1954,NULL,12,NULL,https://1999pkdweb.philipdick.com/Small%20Town.htm,0,"SMALL TOWN (""Engineer"") 3/23/53. Amazing, May 1954.","3/23/53. Amazing, May 1954.",3/23/1953,May 1954.,5/1/1954,https://1999pkdweb.philipdick.com/Small%20Town.htm
293,Some Kinds of Life,some kinds of life,Some-Kinds-Of-Life,Philip K.,Dick,11/3/1952,10/1/1953,NULL,12,NULL,https://1999pkdweb.philipdick.com/Some%20Kinds%20Of%20Life.htm,0,"SOME KINDS OF LIFE (The Beleaguered"") 11/3/52. Fantastic Universe, Oct-Nov 1953.","11/3/52. Fantastic Universe, Oct-Nov 1953.",11/3/1952,Oct-Nov 1953.,10/1/1953,https://1999pkdweb.philipdick.com/Some%20Kinds%20Of%20Life.htm
317,Souvenir,souvenir,Souvenir,Philip K.,Dick,3/26/1953,10/1/1954,NULL,12,NULL,https://1999pkdweb.philipdick.com/souvenir.htm,0,"SOUVENIR 3/26/53. Fantastic Universe, Oct 1954.","3/26/53. Fantastic Universe, Oct 1954.",3/26/1953,Oct 1954.,10/1/1954,https://1999pkdweb.philipdick.com/souvenir.htm
386,Stability,stability,Stability,Philip K.,Dick,,,NULL,12,NULL,https://1999pkdweb.philipdick.com/Stability.htm,0,STABILITY written 1947 or earlier,written 1947 or earlier,,,,https://1999pkdweb.philipdick.com/Stability.htm
349,Stand-by,stand-by,Stand-By,Philip K.,Dick,4/18/1963,10/1/1963,NULL,12,NULL,https://1999pkdweb.philipdick.com/stand-by.htm,0,"STAND-BY (""Top Stand-By Job"") 4/18/63. Amazing, Oct 1963.","4/18/63. Amazing, Oct 1963.",4/18/1963,Oct 1963.,10/1/1963,https://1999pkdweb.philipdick.com/stand-by.htm
318,Strange Eden,strange eden,Strange-Eden,Philip K.,Dick,8/4/1953,12/1/1954,NULL,12,NULL,https://1999pkdweb.philipdick.com/Strange%20Eden.htm,0,"STRANGE EDEN (""Immolation"") 8/4/53. Imagination, Dec 1954.","8/4/53. Imagination, Dec 1954.",8/4/1953,Dec 1954.,12/1/1954,https://1999pkdweb.philipdick.com/Strange%20Eden.htm
